N,P,K,temperature,humidity,ph,fertilizers
86,4,66,27.82054812,93.03555162,6.528404378,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
115,-8,35,29.09910406,94.22237826,6.750145572,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
89,-5,34,28.04943594,90.83130708,6.562832807,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
116,-5,49,29.91690582,94.55695552,6.117530021,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
80,11,34,29.86895762,93.25103208,6.076459669,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
107,-9,43,29.17220859,92.21405224,6.293486295,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
106,-9,44,29.24908541,90.06998135,6.069171847,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
100,2,64,27.76317235,90.35567642,6.740983646,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
115,21,63,28.82629037,94.26765349,6.201797639,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
85,-6,55,28.52379742,92.09688432,6.041027474,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
115,20,51,29.06785065,90.97685539,6.019372459,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
114,21,67,29.08417927,90.73891887,6.704104127,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
92,-1,40,28.47090661,94.79453182,6.494251024,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
98,18,41,28.27973674,90.38971208,6.224535449,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
82,-5,44,28.47212559,91.21322065,6.160414414,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
115,2,36,29.68846716,94.30111601,6.168757984,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
108,30,30,27.02415146,91.66737633,6.085444691,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
108,3,57,29.09588297,94.16748386,6.159050816,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
115,26,33,29.69238699,92.58862544,6.606033244,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
114,16,35,28.20619412,92.86798698,6.447662945,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
102,13,69,29.05248036,93.92217834,6.105909623,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
88,3,70,29.57240298,93.61870344,6.559763394,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
85,27,61,29.10968327,92.43510994,6.14410903,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
102,6,56,28.20480805,92.91440379,6.099662369,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
82,-3,70,29.11858526,92.12543021,6.413927319,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
111,3,36,29.62800691,90.10051615,6.075144116,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
95,-3,42,29.81196601,90.36881284,6.123802502,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
88,-3,38,27.72338349,90.93897939,6.698468621,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
112,29,59,29.26092798,92.92367701,6.088885814,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
111,-4,60,29.72791119,94.29753295,6.367800632,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
97,10,44,28.91105641,90.78413842,6.425930938,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
94,5,39,28.96361426,93.88482153,6.469983276,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
96,13,57,28.59052369,91.33617236,6.094016338,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
100,-3,36,27.33897716,90.69759008,6.150090899,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
88,22,39,29.90415889,90.75284363,6.646962425,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
113,-2,41,27.42711692,90.02696201,6.379690748,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
81,-6,41,29.55657523,90.70937262,6.732834334,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
109,0,34,29.84070774,93.76312893,6.126019932,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
114,24,43,28.53545677,91.72742702,6.161123579,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
109,-4,69,27.11535046,94.86907886,6.442810053,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
88,29,36,27.84492803,91.60666594,6.732049075,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
119,-1,34,29.03157242,91.82172592,6.243673725,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
103,24,54,27.82424457,90.56698742,6.266208727,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
101,3,34,27.72653142,92.00687531,6.350623739,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
86,8,33,28.69708334,94.30759855,6.002927293,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
119,-6,44,29.73019662,90.97015715,6.342573112,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
85,-2,44,29.54097171,92.91778307,6.163921248,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
118,-7,34,28.80311922,91.78336933,6.121745389,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
96,30,46,27.29035669,90.53330091,6.130160473,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
86,-6,60,27.46583649,94.87679041,6.440584681,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
114,-7,66,29.49401389,94.72981338,6.185053234,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
101,18,59,27.79161808,92.51054946,6.157724816,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
83,-6,33,29.12533739,91.52291141,6.776987974,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
104,2,30,27.93114233,93.56161439,6.431970877,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
84,20,31,29.45771748,92.12534736,6.708743843,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
114,30,65,27.96872279,92.17444796,6.010739645,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
81,30,51,29.48882958,91.07574233,6.365956658,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
95,9,47,29.47156259,90.77069618,6.668382766,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
117,-4,58,27.0767265,90.14362622,6.74669542,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
97,0,30,27.30008597,90.80015308,6.031665834,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
93,27,41,29.82729394,90.79007335,6.40077205,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
87,7,54,29.93061247,93.22980899,6.448792689,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
89,16,41,29.94349168,93.90741192,6.251420275,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
101,26,30,28.03306461,91.47355778,6.274452811,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
108,8,40,29.8843055,94.0371147,6.135996372,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
108,25,54,27.7058373,92.91185695,6.194090172,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
110,22,31,29.78714005,94.65343534,6.327822962,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
102,23,66,28.57819995,92.86597437,6.212567211,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
83,23,55,29.48069921,90.33698678,6.640470863,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
106,29,53,27.51492243,94.96218673,6.685553129,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
89,14,39,28.05457761,94.81637388,6.327210469,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
107,17,46,29.03167341,93.12603235,6.35544263,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
84,0,56,28.5854649,91.89216849,6.085682344,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
116,-4,36,27.08808014,93.42402083,6.781050373,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
99,14,59,27.99611732,90.84660317,6.630301421,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
100,-3,67,27.87317436,91.14849627,6.484799661,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
112,24,39,28.96586565,90.71832938,6.566759102,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
92,22,66,28.87726019,92.48839665,6.170520518,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
115,16,31,29.17052093,94.19790371,6.012480351,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
118,21,46,29.34033587,90.01506395,6.541150335,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
85,8,56,29.07265321,91.91533173,6.341400922,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
119,28,36,28.68275966,92.50969311,6.150686364,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
93,21,57,28.92705913,91.39356832,6.438008153,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
93,18,65,27.99901833,91.64193051,6.547041903,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
117,11,36,27.59350075,91.79742953,6.399891457,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
103,1,41,29.87331077,90.60932469,6.186770318,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
83,-4,58,28.55852465,90.45773041,6.159020864,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
84,-5,34,29.19378695,91.46241065,6.660954816,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
102,5,70,27.98780984,92.78226196,6.504906979,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
109,-9,33,28.05380704,91.81758779,6.706053225,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
114,30,66,27.3506296,94.2911951,6.067665498,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
120,0,30,29.34081108,94.5513539,6.419083092,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
117,-3,50,28.61475136,94.22253035,6.39637861,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
92,15,35,27.04863538,91.34685096,6.375923383,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
